ts,i,p,bp,ap,bv,av,v,to,oi,MA5,wall
1760823988986,RB2501,3038.27,3038.07,3038.47,42,11,53,161028,150000,3038.83,1760823989017
1760823988986,HC2501,3045.03,3044.83,3045.23,46,2,48,146161,101000,3044.67,1760823989017
1760823989001,RB2501,3037.86,3037.66,3038.06,26,48,74,224802,107000,3038.58,1760823989017
1760823989001,HC2501,3044.78,3044.58,3044.98,12,39,51,155284,138000,3044.79,1760823989017
1760823989017,RB2501,3038.07,3037.87,3038.27,23,38,61,185322,128000,3038.45,1760823989049
1760823989017,HC2501,3045.64,3045.44,3045.84,14,37,51,155328,150000,3044.96,1760823989049
1760823989033,RB2501,3038.01,3037.81,3038.21,8,43,51,154939,112000,3038.18,1760823989049
1760823989033,HC2501,3044.93,3044.73,3045.13,26,4,30,91347.9,141000,3045.06,1760823989049
1760823989049,RB2501,3038.95,3038.75,3039.15,46,26,72,218805,110000,3038.23,1760823989079
1760823989049,HC2501,3045.46,3045.26,3045.66,12,14,26,79181.9,106000,3045.17,1760823989079
1760823989064,RB2501,3039.73,3039.53,3039.93,5,38,43,130709,141000,3038.53,1760823989079
1760823989064,HC2501,3045.77,3045.57,3045.97,11,21,32,97464.6,150000,3045.31,1760823989079
1760823989079,RB2501,3039.51,3039.31,3039.71,22,28,50,151975,118000,3038.86,1760823989110
1760823989079,HC2501,3046.08,3045.88,3046.28,17,45,62,188857,120000,3045.58,1760823989110
1760823989094,RB2501,3039.8,3039.6,3040,27,4,31,94233.9,122000,3039.2,1760823989110
1760823989094,HC2501,3045.28,3045.08,3045.48,28,37,65,197943,116000,3045.5,1760823989110
1760823989110,RB2501,3038.97,3038.77,3039.17,5,33,38,115481,127000,3039.4,1760823989125
1760823989110,HC2501,3045.57,3045.37,3045.77,6,46,52,158370,123000,3045.63,1760823989125
1760823989125,RB2501,3038.59,3038.39,3038.79,46,29,75,227894,140000,3039.32,1760823989125
1760823989125,HC2501,3045.45,3045.25,3045.65,45,40,85,258863,110000,3045.63,1760823989125
1760823989141,RB2501,3037.9,3037.7,3038.1,49,1,50,151895,117000,3038.96,1760823989156
1760823989141,HC2501,3044.83,3044.63,3045.03,9,25,34,103524,107000,3045.44,1760823989156
1760823989156,RB2501,3038.81,3038.61,3039.01,4,13,17,51659.8,107000,3038.82,1760823989156
1760823989156,HC2501,3045.54,3045.34,3045.74,20,13,33,100503,134000,3045.33,1760823989156
1760823989172,RB2501,3038.03,3037.83,3038.23,17,3,20,60760.5,131000,3038.46,1760823989187
1760823989172,HC2501,3045.78,3045.58,3045.98,27,33,60,182747,110000,3045.43,1760823989187
1760823989187,RB2501,3038,3037.8,3038.2,43,17,60,182280,131000,3038.27,1760823989187
1760823989187,HC2501,3046.42,3046.22,3046.62,33,39,72,219342,139000,3045.6,1760823989187
1760823989202,RB2501,3038.13,3037.93,3038.33,9,8,17,51648.1,148000,3038.17,1760823989218
1760823989202,HC2501,3045.93,3045.73,3046.13,6,16,22,67010.4,144000,3045.7,1760823989219
1760823989218,RB2501,3037.58,3037.38,3037.78,13,1,14,42526.2,139000,3038.11,1760823989219
1760823989218,HC2501,3045.04,3044.84,3045.24,22,9,31,94396.2,138000,3045.74,1760823989219
1760823989234,RB2501,3037.85,3037.65,3038.05,14,41,55,167082,145000,3037.92,1760823989249
1760823989234,HC2501,3044.97,3044.77,3045.17,12,20,32,97439,131000,3045.63,1760823989249
1760823989249,RB2501,3037.76,3037.56,3037.96,7,23,30,91132.7,111000,3037.86,1760823989249
1760823989249,HC2501,3044.13,3043.93,3044.33,32,16,48,146118,105000,3045.3,1760823989249
1760823989265,RB2501,3037.81,3037.61,3038.01,9,30,39,118475,125000,3037.83,1760823989280
1760823989265,HC2501,3044.96,3044.76,3045.16,40,30,70,213147,127000,3045,1760823989280
1760823989280,RB2501,3038.3,3038.1,3038.5,7,25,32,97225.6,106000,3037.86,1760823989280
1760823989280,HC2501,3044.51,3044.31,3044.71,1,20,21,63934.7,107000,3044.72,1760823989280
1760823989296,RB2501,3038.2,3038,3038.4,15,17,32,97222.3,108000,3037.98,1760823989327
1760823989296,HC2501,3043.7,3043.5,3043.9,13,25,38,115660,109000,3044.45,1760823989327
1760823989311,RB2501,3037.63,3037.43,3037.83,9,9,18,54677.3,138000,3037.94,1760823989327
1760823989311,HC2501,3043.85,3043.65,3044.05,9,47,56,170456,107000,3044.23,1760823989327
1760823989327,RB2501,3037.43,3037.23,3037.63,46,34,80,242995,147000,3037.87,1760823989358
1760823989327,HC2501,3044.41,3044.21,3044.61,19,37,56,170487,125000,3044.29,1760823989358
1760823989342,RB2501,3037.09,3036.89,3037.29,36,30,66,200448,122000,3037.73,1760823989358
1760823989342,HC2501,3044.65,3044.45,3044.85,11,4,15,45669.7,139000,3044.22,1760823989358
1760823989358,RB2501,3037.23,3037.03,3037.43,3,21,24,72893.6,134000,3037.52,1760823989389
1760823989358,HC2501,3043.96,3043.76,3044.16,28,2,30,91318.7,104000,3044.11,1760823989389
1760823989373,RB2501,3036.41,3036.21,3036.61,47,39,86,261131,123000,3037.16,1760823989389
1760823989373,HC2501,3044.41,3044.21,3044.61,13,10,23,70021.4,103000,3044.26,1760823989389
1760823989389,RB2501,3036.61,3036.41,3036.81,17,13,30,91098.3,140000,3036.95,1760823989421
1760823989389,HC2501,3044.52,3044.32,3044.72,21,23,44,133959,104000,3044.39,1760823989421
1760823989405,RB2501,3036.58,3036.38,3036.78,11,11,22,66804.8,140000,3036.78,1760823989421
1760823989405,HC2501,3044.14,3043.94,3044.34,37,7,44,133942,134000,3044.33,1760823989421
1760823989421,RB2501,3035.65,3035.45,3035.85,31,4,35,106248,122000,3036.5,1760823989421
1760823989421,HC2501,3044.37,3044.17,3044.57,33,34,67,203973,103000,3044.28,1760823989421
1760823989436,RB2501,3035.1,3034.9,3035.3,24,28,52,157825,105000,3036.07,1760823989467
1760823989436,HC2501,3043.74,3043.54,3043.94,39,49,88,267849,102000,3044.24,1760823989467
1760823989451,RB2501,3034.67,3034.47,3034.87,42,23,65,197254,143000,3035.72,1760823989467
1760823989451,HC2501,3044.37,3044.17,3044.57,31,24,55,167440,110000,3044.23,1760823989467
1760823989467,RB2501,3034.61,3034.41,3034.81,21,21,42,127454,141000,3035.32,1760823989498
1760823989467,HC2501,3044.56,3044.36,3044.76,2,20,22,66980.3,122000,3044.23,1760823989498
1760823989483,RB2501,3034.1,3033.9,3034.3,37,3,40,121364,134000,3034.83,1760823989498
1760823989483,HC2501,3045.23,3045.03,3045.43,32,47,79,240573,108000,3044.45,1760823989498
1760823989498,RB2501,3034.45,3034.25,3034.65,12,20,32,97102.4,127000,3034.59,1760823989529
1760823989498,HC2501,3045.47,3045.27,3045.67,34,24,58,176638,144000,3044.67,1760823989529
1760823989514,RB2501,3035.03,3034.83,3035.23,35,11,46,139611,105000,3034.57,1760823989529
1760823989514,HC2501,3045.3,3045.1,3045.5,33,6,39,118767,138000,3044.99,1760823989529
1760823989529,RB2501,3035.4,3035.2,3035.6,26,15,41,124451,107000,3034.72,1760823989560
1760823989529,HC2501,3044.72,3044.52,3044.92,12,10,22,66983.9,142000,3045.06,1760823989560
1760823989545,RB2501,3035.07,3034.87,3035.27,2,8,10,30350.7,111000,3034.81,1760823989560
1760823989545,HC2501,3045.21,3045.01,3045.41,32,28,60,182713,101000,3045.19,1760823989560
1760823989560,RB2501,3034.3,3034.1,3034.5,37,1,38,115303,148000,3034.85,1760823989575
1760823989560,HC2501,3044.62,3044.42,3044.82,8,5,13,39580.1,113000,3045.07,1760823989575
1760823989575,RB2501,3035.18,3034.98,3035.38,29,25,54,163900,107000,3034.99,1760823989575
1760823989575,HC2501,3044.84,3044.64,3045.04,22,26,48,146152,145000,3044.94,1760823989575
1760823989591,RB2501,3035.91,3035.71,3036.11,42,26,68,206442,142000,3035.17,1760823989622
1760823989591,HC2501,3043.85,3043.65,3044.05,44,34,78,237421,130000,3044.65,1760823989622
1760823989606,RB2501,3035.32,3035.12,3035.52,31,5,36,109272,112000,3035.16,1760823989622
1760823989606,HC2501,3042.86,3042.66,3043.06,27,30,57,173443,118000,3044.28,1760823989622
1760823989621,RB2501,3034.58,3034.38,3034.78,44,33,77,233663,130000,3035.06,1760823989637
1760823989621,HC2501,3043.8,3043.6,3044,24,35,59,179584,134000,3043.99,1760823989638
1760823989637,RB2501,3033.82,3033.62,3034.02,31,25,56,169894,108000,3034.96,1760823989638
1760823989637,HC2501,3044.18,3043.98,3044.38,49,21,70,213092,110000,3043.91,1760823989638
1760823989652,RB2501,3034.5,3034.3,3034.7,16,36,52,157794,121000,3034.83,1760823989684
1760823989652,HC2501,3045.12,3044.92,3045.32,26,44,70,213158,113000,3043.96,1760823989685
1760823989668,RB2501,3033.86,3033.66,3034.06,40,25,65,197201,149000,3034.42,1760823989685
1760823989668,HC2501,3046.05,3045.85,3046.25,45,29,74,225408,112000,3044.4,1760823989685
1760823989684,RB2501,3033.63,3033.43,3033.83,9,38,47,142581,101000,3034.08,1760823989716
1760823989684,HC2501,3045.1,3044.9,3045.3,11,8,19,57856.9,150000,3044.85,1760823989716
1760823989700,RB2501,3032.96,3032.76,3033.16,50,24,74,224439,117000,3033.75,1760823989716
1760823989700,HC2501,3045.17,3044.97,3045.37,42,7,49,149213,149000,3045.12,1760823989717
1760823989716,RB2501,3033.72,3033.52,3033.92,13,4,17,51573.3,143000,3033.73,1760823989717
1760823989716,HC2501,3044.84,3044.64,3045.04,33,22,55,167466,113000,3045.26,1760823989717
1760823989732,RB2501,3033.97,3033.77,3034.17,37,39,76,230582,149000,3033.63,1760823989748
1760823989732,HC2501,3045.78,3045.58,3045.98,4,30,34,103557,115000,3045.39,1760823989748
1760823989748,RB2501,3033.54,3033.34,3033.74,16,13,29,87972.8,133000,3033.57,1760823989779
1760823989748,HC2501,3045.65,3045.45,3045.85,28,10,38,115735,119000,3045.31,1760823989779
1760823989763,RB2501,3033.1,3032.9,3033.3,36,40,76,230515,149000,3033.46,1760823989779
1760823989763,HC2501,3045.17,3044.97,3045.37,16,20,36,109626,106000,3045.32,1760823989779
1760823989779,RB2501,3033.52,3033.32,3033.72,21,18,39,118307,134000,3033.57,1760823989810
1760823989779,HC2501,3046.08,3045.88,3046.28,23,27,50,152304,119000,3045.5,1760823989810
1760823989795,RB2501,3034.27,3034.07,3034.47,1,14,15,45514.1,124000,3033.68,1760823989810
1760823989795,HC2501,3046.16,3045.96,3046.36,24,39,63,191908,104000,3045.77,1760823989810
1760823989810,RB2501,3034.85,3034.65,3035.05,11,50,61,185126,131000,3033.86,1760823989841
1760823989810,HC2501,3046.02,3045.82,3046.22,25,48,73,222359,145000,3045.82,1760823989841
1760823989825,RB2501,3034.58,3034.38,3034.78,42,32,74,224559,107000,3034.06,1760823989841
1760823989825,HC2501,3045.06,3044.86,3045.26,17,43,60,182704,143000,3045.7,1760823989841
1760823989841,RB2501,3033.96,3033.76,3034.16,44,49,93,282158,128000,3034.24,1760823989872
1760823989841,HC2501,3044.76,3044.56,3044.96,45,11,56,170506,114000,3045.62,1760823989872
1760823989857,RB2501,3033.35,3033.15,3033.55,37,41,78,236601,133000,3034.2,1760823989872
1760823989857,HC2501,3044.73,3044.53,3044.93,38,25,63,191818,110000,3045.35,1760823989872
1760823989872,RB2501,3033.28,3033.08,3033.48,10,31,41,124365,126000,3034,1760823989903
1760823989872,HC2501,3044.56,3044.36,3044.76,15,34,49,149184,126000,3045.03,1760823989904
1760823989888,RB2501,3034.18,3033.98,3034.38,33,18,51,154743,132000,3033.87,1760823989904
1760823989888,HC2501,3043.84,3043.64,3044.04,30,36,66,200893,122000,3044.59,1760823989904
1760823989904,RB2501,3034.78,3034.58,3034.98,42,44,86,260991,103000,3033.91,1760823989934
1760823989904,HC2501,3043.07,3042.87,3043.27,40,15,55,167369,112000,3044.19,1760823989935
1760823989920,RB2501,3035.06,3034.86,3035.26,39,44,83,251910,129000,3034.13,1760823989935
1760823989920,HC2501,3042.82,3042.62,3043.02,30,7,37,112584,140000,3043.8,1760823989935
1760823989934,RB2501,3035.47,3035.27,3035.67,48,24,72,218554,131000,3034.55,1760823989965
1760823989934,HC2501,3042.82,3042.62,3043.02,41,41,82,249511,124000,3043.42,1760823989966
1760823989950,RB2501,3036.07,3035.87,3036.27,35,17,52,157876,149000,3035.11,1760823989966
1760823989950,HC2501,3043.16,3042.96,3043.36,29,50,79,240410,123000,3043.14,1760823989966
1760823989965,RB2501,3035.75,3035.55,3035.95,7,33,40,121430,141000,3035.43,1760823989981
1760823989965,HC2501,3043.57,3043.37,3043.77,21,23,44,133917,106000,3043.09,1760823989981
1760823989981,RB2501,3036.52,3036.32,3036.72,49,42,91,276323,119000,3035.77,1760823989981
1760823989981,HC2501,3043.84,3043.64,3044.04,25,9,34,103491,128000,3043.24,1760823989982
1760823989996,RB2501,3036.65,3036.45,3036.85,18,27,45,136649,144000,3036.09,1760823989996
1760823989996,HC2501,3042.91,3042.71,3043.11,38,41,79,240390,122000,3043.26,1760823989996
1760823990012,RB2501,3037.29,3037.09,3037.49,48,33,81,246021,143000,3036.46,1760823990027
1760823990012,HC2501,3043.42,3043.22,3043.62,48,21,69,209996,145000,3043.38,1760823990027
1760823990027,RB2501,3037.64,3037.44,3037.84,29,37,66,200484,143000,3036.77,1760823990058
1760823990027,HC2501,3043.3,3043.1,3043.5,19,45,64,194771,145000,3043.41,1760823990058
1760823990042,RB2501,3036.9,3036.7,3037.1,33,17,50,151845,105000,3037,1760823990058
1760823990042,HC2501,3043.27,3043.07,3043.47,37,26,63,191726,113000,3043.35,1760823990058
1760823990058,RB2501,3036.38,3036.18,3036.58,45,41,86,261129,137000,3036.97,1760823990090
1760823990058,HC2501,3042.49,3042.29,3042.69,18,50,68,206889,111000,3043.08,1760823990090
1760823990075,RB2501,3037.11,3036.91,3037.31,9,2,11,33408.2,135000,3037.07,1760823990090
1760823990075,HC2501,3042.71,3042.51,3042.91,49,49,98,298185,107000,3043.04,1760823990090
1760823990090,RB2501,3036.97,3036.77,3037.17,12,23,35,106294,148000,3037,1760823990121
1760823990090,HC2501,3042.7,3042.5,3042.9,45,27,72,219075,111000,3042.89,1760823990121
1760823990105,RB2501,3037.81,3037.61,3038.01,8,45,53,161004,140000,3037.04,1760823990121
1760823990105,HC2501,3043.31,3043.11,3043.51,43,34,77,234335,119000,3042.9,1760823990121
1760823990121,RB2501,3036.83,3036.63,3037.03,47,28,75,227762,149000,3037.02,1760823990136
1760823990121,HC2501,3043.45,3043.25,3043.65,23,32,55,167390,138000,3042.93,1760823990136
1760823990136,RB2501,3036.38,3036.18,3036.58,43,20,63,191292,119000,3037.02,1760823990136
1760823990136,HC2501,3042.71,3042.51,3042.91,5,19,24,73025,124000,3042.98,1760823990136
1760823990152,RB2501,3035.41,3035.21,3035.61,6,20,26,78920.7,105000,3036.68,1760823990183
1760823990152,HC2501,3042.56,3042.36,3042.76,23,20,43,130830,107000,3042.95,1760823990183
1760823990167,RB2501,3035.71,3035.51,3035.91,15,6,21,63749.9,135000,3036.43,1760823990183
1760823990167,HC2501,3043.26,3043.06,3043.46,42,39,81,246504,107000,3043.06,1760823990183
1760823990183,RB2501,3035.72,3035.52,3035.92,45,48,93,282322,103000,3036.01,1760823990199
1760823990183,HC2501,3043.19,3042.99,3043.39,18,33,51,155203,105000,3043.03,1760823990199
1760823990199,RB2501,3034.85,3034.65,3035.05,37,4,41,124429,112000,3035.61,1760823990199
1760823990199,HC2501,3042.81,3042.61,3043.01,35,35,70,212997,113000,3042.91,1760823990199
1760823990215,RB2501,3034.94,3034.74,3035.14,19,37,56,169957,143000,3035.33,1760823990247
1760823990215,HC2501,3043.21,3043.01,3043.41,9,19,28,85209.8,134000,3043,1760823990247
1760823990231,RB2501,3034.6,3034.4,3034.8,43,8,51,154765,133000,3035.16,1760823990247
1760823990231,HC2501,3043.17,3042.97,3043.37,36,27,63,191720,141000,3043.13,1760823990247
1760823990247,RB2501,3034.16,3033.96,3034.36,2,15,17,51580.6,123000,3034.85,1760823990277
1760823990247,HC2501,3043.93,3043.73,3044.13,46,45,91,276998,136000,3043.26,1760823990277
1760823990262,RB2501,3033.32,3033.12,3033.52,11,44,55,166833,132000,3034.37,1760823990277
1760823990262,HC2501,3043.8,3043.6,3044,19,3,22,66963.6,116000,3043.38,1760823990277
1760823990277,RB2501,3032.51,3032.31,3032.71,37,29,66,200146,116000,3033.91,1760823990293
1760823990277,HC2501,3043.98,3043.78,3044.18,44,38,82,249606,108000,3043.62,1760823990293
1760823990293,RB2501,3032.32,3032.12,3032.52,43,36,79,239553,105000,3033.38,1760823990293
1760823990293,HC2501,3043.06,3042.86,3043.26,9,24,33,100421,125000,3043.59,1760823990293
1760823990307,RB2501,3031.41,3031.21,3031.61,38,34,72,218261,138000,3032.74,1760823990338
1760823990307,HC2501,3042.76,3042.56,3042.96,4,25,29,88240.1,120000,3043.51,1760823990338
1760823990322,RB2501,3031.94,3031.74,3032.14,28,7,35,106118,125000,3032.3,1760823990339
1760823990322,HC2501,3042.76,3042.56,3042.96,30,8,38,115625,129000,3043.27,1760823990339
1760823990338,RB2501,3031.39,3031.19,3031.59,22,9,31,93973,118000,3031.91,1760823990370
1760823990338,HC2501,3042.05,3041.85,3042.25,27,11,38,115598,101000,3042.92,1760823990370
1760823990358,RB2501,3030.91,3030.71,3031.11,16,31,47,142453,136000,3031.59,1760823990370
1760823990358,HC2501,3043.04,3042.84,3043.24,34,7,41,124765,123000,3042.73,1760823990370
1760823990370,RB2501,3030.57,3030.37,3030.77,18,40,58,175773,116000,3031.24,1760823990400
1760823990370,HC2501,3042.24,3042.04,3042.44,19,15,34,103436,134000,3042.57,1760823990400
1760823990385,RB2501,3031.16,3030.96,3031.36,26,1,27,81841.2,143000,3031.19,1760823990400
1760823990385,HC2501,3041.55,3041.35,3041.75,35,8,43,130787,113000,3042.33,1760823990400
1760823990400,RB2501,3031.53,3031.33,3031.73,13,11,24,72756.8,118000,3031.11,1760823990431
1760823990400,HC2501,3041.27,3041.07,3041.47,22,50,72,218971,137000,3042.03,1760823990431
1760823990416,RB2501,3031.75,3031.55,3031.95,9,8,17,51539.7,109000,3031.18,1760823990431
1760823990416,HC2501,3042.25,3042.05,3042.45,11,3,14,42591.4,141000,3042.07,1760823990431
1760823990431,RB2501,3032.68,3032.48,3032.88,15,2,17,51555.5,137000,3031.54,1760823990453
1760823990431,HC2501,3043.06,3042.86,3043.26,43,37,80,243445,118000,3042.07,1760823990453
1760823990453,RB2501,3032.38,3032.18,3032.58,9,6,15,45485.7,114000,3031.9,1760823990454
1760823990453,HC2501,3042.24,3042.04,3042.44,30,18,48,146027,133000,3042.07,1760823990454
1760823990462,RB2501,3031.62,3031.42,3031.82,7,25,32,97011.9,134000,3031.99,1760823990494
1760823990462,HC2501,3041.79,3041.59,3041.99,48,31,79,240302,127000,3042.12,1760823990494
1760823990478,RB2501,3030.66,3030.46,3030.86,13,8,21,63643.8,137000,3031.82,1760823990494
1760823990478,HC2501,3041.28,3041.08,3041.48,11,10,21,63867,137000,3042.12,1760823990494
1760823990494,RB2501,3029.75,3029.55,3029.95,17,4,21,63624.8,150000,3031.42,1760823990510
1760823990494,HC2501,3041.86,3041.66,3042.06,44,36,80,243349,143000,3042.05,1760823990510
1760823990510,RB2501,3028.92,3028.72,3029.12,36,28,64,193851,103000,3030.67,1760823990510
1760823990510,HC2501,3042.82,3042.62,3043.02,25,32,57,173441,126000,3042,1760823990510
1760823990525,RB2501,3029.34,3029.14,3029.54,32,45,77,233259,136000,3030.06,1760823990542
1760823990525,HC2501,3043.77,3043.57,3043.97,32,7,39,118707,106000,3042.31,1760823990542
1760823990541,RB2501,3028.93,3028.73,3029.13,31,5,36,109041,103000,3029.52,1760823990542
1760823990541,HC2501,3044.02,3043.82,3044.22,15,22,37,112629,132000,3042.75,1760823990542
1760823990556,RB2501,3028.24,3028.04,3028.44,11,41,52,157468,106000,3029.04,1760823990587
1760823990556,HC2501,3043.36,3043.16,3043.56,19,48,67,203905,140000,3043.17,1760823990587
1760823990572,RB2501,3027.41,3027.21,3027.61,30,24,54,163480,139000,3028.57,1760823990587
1760823990572,HC2501,3043.48,3043.28,3043.68,12,8,20,60869.6,149000,3043.49,1760823990587
1760823990587,RB2501,3026.88,3026.68,3027.08,48,11,59,178586,124000,3028.16,1760823990619
1760823990587,HC2501,3044.04,3043.84,3044.24,17,46,63,191774,103000,3043.73,1760823990619
1760823990603,RB2501,3027.34,3027.14,3027.54,21,16,37,112011,150000,3027.76,1760823990619
1760823990603,HC2501,3043.37,3043.17,3043.57,1,47,48,146082,118000,3043.65,1760823990619
1760823990619,RB2501,3027.58,3027.38,3027.78,48,46,94,284593,145000,3027.49,1760823990650
1760823990619,HC2501,3044.11,3043.91,3044.31,2,13,15,45661.6,133000,3043.67,1760823990650
1760823990634,RB2501,3027.97,3027.77,3028.17,31,48,79,239209,132000,3027.43,1760823990650
1760823990634,HC2501,3043.93,3043.73,3044.13,3,26,29,88274.1,132000,3043.79,1760823990650
1760823990650,RB2501,3028.88,3028.68,3029.08,19,37,56,169618,114000,3027.73,1760823990681
1760823990650,HC2501,3044.85,3044.65,3045.05,47,32,79,240543,112000,3044.06,1760823990681
1760823990667,RB2501,3029.57,3029.37,3029.77,18,14,32,96946.4,141000,3028.27,1760823990681
1760823990667,HC2501,3045.67,3045.47,3045.87,36,19,55,167512,102000,3044.39,1760823990681
1760823990681,RB2501,3029.52,3029.32,3029.72,37,23,60,181771,108000,3028.71,1760823990711
1760823990681,HC2501,3045.13,3044.93,3045.33,1,35,36,109625,134000,3044.74,1760823990711
1760823990696,RB2501,3028.74,3028.54,3028.94,45,38,83,251385,113000,3028.94,1760823990711
